date,candidate,venue,win,qual
2026-04-24,Jean-Luc Mélenchon,polymarket,8.5,
2026-04-24,Marine Tondelier,polymarket,0.5,
2026-04-24,Fabien Roussel,polymarket,0.9,
2026-04-24,Olivier Faure,polymarket,0.5,
2026-04-24,Dominique de Villepin,polymarket,5.7,
2026-04-24,Nicolas Dupont-Aignan,polymarket,0.7,
2026-04-24,Sarah Knafo,polymarket,1.9,
2026-04-24,Sébastien Lecornu,polymarket,1.1,
2026-04-25,Marine Le Pen,polymarket,5.5,
2026-04-25,Jordan Bardella,polymarket,20.5,
2026-04-25,Éric Zemmour,polymarket,0.9,
2026-04-25,Édouard Philippe,polymarket,21.5,
2026-04-25,David Lisnard,polymarket,3.8,
2026-04-25,Laurent Wauquiez,polymarket,0.7,
2026-04-25,Gabriel Attal,polymarket,2.9,
2026-04-25,Bruno Retailleau,polymarket,3.1,
2026-04-25,François Hollande,polymarket,4.3,
2026-04-25,Raphaël Glucksmann,polymarket,2.2,
2026-04-25,Jean-Luc Mélenchon,polymarket,9.0,
2026-04-25,Marine Tondelier,polymarket,0.4,
2026-04-25,Fabien Roussel,polymarket,0.9,
2026-04-25,Olivier Faure,polymarket,0.5,
2026-04-25,Dominique de Villepin,polymarket,5.5,
2026-04-25,Nicolas Dupont-Aignan,polymarket,0.7,
2026-04-25,Sarah Knafo,polymarket,1.9,
2026-04-25,Sébastien Lecornu,polymarket,1.2,
2026-04-26,Marine Le Pen,polymarket,5.5,
2026-04-26,Jordan Bardella,polymarket,21.5,
2026-04-26,Éric Zemmour,polymarket,0.9,
2026-04-26,Édouard Philippe,polymarket,21.5,
2026-04-26,David Lisnard,polymarket,3.9,
2026-04-26,Laurent Wauquiez,polymarket,0.7,
2026-04-26,Gabriel Attal,polymarket,2.9,
2026-04-26,Bruno Retailleau,polymarket,3.5,
2026-04-26,François Hollande,polymarket,4.8,
2026-04-26,Raphaël Glucksmann,polymarket,2.1,
2026-04-26,Jean-Luc Mélenchon,polymarket,9.0,
2026-04-26,Marine Tondelier,polymarket,0.4,
2026-04-26,Fabien Roussel,polymarket,0.9,
2026-04-26,Olivier Faure,polymarket,0.5,
2026-04-26,Dominique de Villepin,polymarket,5.5,
2026-04-26,Nicolas Dupont-Aignan,polymarket,0.7,
2026-04-26,Sarah Knafo,polymarket,1.9,
2026-04-26,Sébastien Lecornu,polymarket,1.2,
2026-04-27,Marine Le Pen,polymarket,5.5,
2026-04-27,Jordan Bardella,polymarket,21.5,
2026-04-27,Éric Zemmour,polymarket,0.9,
2026-04-27,Édouard Philippe,polymarket,21.5,
2026-04-27,David Lisnard,polymarket,3.6,
2026-04-27,Laurent Wauquiez,polymarket,0.7,
2026-04-27,Gabriel Attal,polymarket,2.8,
2026-04-27,Bruno Retailleau,polymarket,3.5,
2026-04-27,François Hollande,polymarket,3.6,
2026-04-27,Raphaël Glucksmann,polymarket,2.1,
2026-04-27,Jean-Luc Mélenchon,polymarket,9.0,
2026-04-27,Marine Tondelier,polymarket,0.4,
2026-04-27,Fabien Roussel,polymarket,0.7,
2026-04-27,Olivier Faure,polymarket,0.5,
2026-04-27,Dominique de Villepin,polymarket,5.5,
2026-04-27,Nicolas Dupont-Aignan,polymarket,0.7,
2026-04-27,Sarah Knafo,polymarket,1.8,
2026-04-27,Sébastien Lecornu,polymarket,1.1,
2026-04-28,Marine Le Pen,polymarket,5.5,
2026-04-28,Jordan Bardella,polymarket,21.5,
2026-04-28,Éric Zemmour,polymarket,0.9,
2026-04-28,Édouard Philippe,polymarket,21.5,
2026-04-28,David Lisnard,polymarket,3.5,
2026-04-28,Laurent Wauquiez,polymarket,0.7,
2026-04-28,Gabriel Attal,polymarket,3.8,
2026-04-28,Bruno Retailleau,polymarket,4.0,
2026-04-28,François Hollande,polymarket,3.2,
2026-04-28,Raphaël Glucksmann,polymarket,2.5,
2026-04-28,Jean-Luc Mélenchon,polymarket,8.5,
2026-04-28,Marine Tondelier,polymarket,0.4,
2026-04-28,Fabien Roussel,polymarket,0.4,
2026-04-28,Olivier Faure,polymarket,0.5,
2026-04-28,Dominique de Villepin,polymarket,5.1,
2026-04-28,Nicolas Dupont-Aignan,polymarket,0.7,
2026-04-28,Sarah Knafo,polymarket,2.1,
2026-04-28,Sébastien Lecornu,polymarket,1.1,
2026-04-29,Marine Le Pen,polymarket,5.5,
2026-04-29,Jordan Bardella,polymarket,22.5,
2026-04-29,Éric Zemmour,polymarket,1.1,
2026-04-29,Édouard Philippe,polymarket,22.5,
2026-04-29,David Lisnard,polymarket,3.6,
2026-04-29,Laurent Wauquiez,polymarket,0.8,
2026-04-29,Gabriel Attal,polymarket,3.9,
2026-04-29,Bruno Retailleau,polymarket,3.8,
2026-04-29,François Hollande,polymarket,4.2,
2026-04-29,Raphaël Glucksmann,polymarket,2.1,
2026-04-29,Jean-Luc Mélenchon,polymarket,8.5,
2026-04-29,Marine Tondelier,polymarket,0.4,
2026-04-29,Fabien Roussel,polymarket,0.9,
2026-04-29,Olivier Faure,polymarket,0.5,
2026-04-29,Dominique de Villepin,polymarket,5.2,
2026-04-29,Nicolas Dupont-Aignan,polymarket,0.7,
2026-04-29,Sarah Knafo,polymarket,2.1,
2026-04-29,Sébastien Lecornu,polymarket,1.5,
2026-04-30,Marine Le Pen,polymarket,5.5,
2026-04-30,Jordan Bardella,polymarket,21.5,
2026-04-30,Éric Zemmour,polymarket,1.1,
2026-04-30,Édouard Philippe,polymarket,21.5,
2026-04-30,David Lisnard,polymarket,3.6,
2026-04-30,Laurent Wauquiez,polymarket,0.8,
2026-04-30,Gabriel Attal,polymarket,3.9,
2026-04-30,Bruno Retailleau,polymarket,3.8,
2026-04-30,François Hollande,polymarket,5.0,
2026-04-30,Raphaël Glucksmann,polymarket,2.1,
2026-04-30,Jean-Luc Mélenchon,polymarket,8.5,
2026-04-30,Marine Tondelier,polymarket,0.4,
2026-04-30,Fabien Roussel,polymarket,0.9,
2026-04-30,Olivier Faure,polymarket,0.5,
2026-04-30,Dominique de Villepin,polymarket,5.3,
2026-04-30,Nicolas Dupont-Aignan,polymarket,0.7,
2026-04-30,Sarah Knafo,polymarket,2.1,
2026-04-30,Sébastien Lecornu,polymarket,1.2,
2026-05-01,Marine Le Pen,polymarket,6.5,
2026-05-01,Jordan Bardella,polymarket,22.0,
2026-05-01,Éric Zemmour,polymarket,0.9,
2026-05-01,Édouard Philippe,polymarket,21.5,
2026-05-01,David Lisnard,polymarket,3.6,
2026-05-01,Laurent Wauquiez,polymarket,0.8,
2026-05-01,Gabriel Attal,polymarket,3.6,
2026-05-01,Bruno Retailleau,polymarket,3.6,
2026-05-01,François Hollande,polymarket,5.0,
2026-05-01,Raphaël Glucksmann,polymarket,2.1,
2026-05-01,Jean-Luc Mélenchon,polymarket,8.5,
2026-05-01,Marine Tondelier,polymarket,0.4,
2026-05-01,Fabien Roussel,polymarket,0.8,
2026-05-01,Olivier Faure,polymarket,0.5,
2026-05-01,Dominique de Villepin,polymarket,5.3,
2026-05-01,Nicolas Dupont-Aignan,polymarket,0.7,
2026-05-01,Sarah Knafo,polymarket,2.1,
2026-05-01,Sébastien Lecornu,polymarket,1.2,
2026-05-02,Marine Le Pen,polymarket,6.5,
2026-05-02,Jordan Bardella,polymarket,21.5,
2026-05-02,Éric Zemmour,polymarket,1.1,
2026-05-02,Édouard Philippe,polymarket,21.5,
2026-05-02,David Lisnard,polymarket,3.9,
2026-05-02,Laurent Wauquiez,polymarket,0.8,
2026-05-02,Gabriel Attal,polymarket,3.6,
2026-05-02,Bruno Retailleau,polymarket,3.6,
2026-05-02,François Hollande,polymarket,4.2,
2026-05-02,Raphaël Glucksmann,polymarket,2.1,
2026-05-02,Jean-Luc Mélenchon,polymarket,8.5,
2026-05-02,Marine Tondelier,polymarket,0.4,
2026-05-02,Fabien Roussel,polymarket,0.8,
2026-05-02,Olivier Faure,polymarket,0.5,
2026-05-02,Dominique de Villepin,polymarket,5.5,
2026-05-02,Nicolas Dupont-Aignan,polymarket,0.7,
2026-05-02,Sarah Knafo,polymarket,2.1,
2026-05-02,Sébastien Lecornu,polymarket,1.2,
2026-05-03,Marine Le Pen,polymarket,6.5,
2026-05-03,Jordan Bardella,polymarket,22.0,
2026-05-03,Éric Zemmour,polymarket,1.1,
2026-05-03,Édouard Philippe,polymarket,20.5,
2026-05-03,David Lisnard,polymarket,5.8,
2026-05-03,Laurent Wauquiez,polymarket,0.8,
2026-05-03,Gabriel Attal,polymarket,4.0,
2026-05-03,Bruno Retailleau,polymarket,3.6,
2026-05-03,François Hollande,polymarket,4.0,
2026-05-03,Raphaël Glucksmann,polymarket,2.1,
2026-05-03,Jean-Luc Mélenchon,polymarket,8.5,
2026-05-03,Marine Tondelier,polymarket,0.4,
2026-05-03,Fabien Roussel,polymarket,0.7,
2026-05-03,Olivier Faure,polymarket,0.5,
2026-05-03,Dominique de Villepin,polymarket,5.5,
2026-05-03,Nicolas Dupont-Aignan,polymarket,0.7,
2026-05-03,Sarah Knafo,polymarket,2.1,
2026-05-03,Sébastien Lecornu,polymarket,1.3,
2026-05-04,Marine Le Pen,polymarket,6.5,
2026-05-04,Jordan Bardella,polymarket,24.0,
2026-05-04,Éric Zemmour,polymarket,1.1,
2026-05-04,Édouard Philippe,polymarket,21.5,
2026-05-04,David Lisnard,polymarket,5.8,
2026-05-04,Laurent Wauquiez,polymarket,0.8,
2026-05-04,Gabriel Attal,polymarket,3.5,
2026-05-04,Bruno Retailleau,polymarket,3.1,
2026-05-04,François Hollande,polymarket,3.9,
2026-05-04,Raphaël Glucksmann,polymarket,2.1,
2026-05-04,Jean-Luc Mélenchon,polymarket,9.5,
2026-05-04,Marine Tondelier,polymarket,0.7,
2026-05-04,Fabien Roussel,polymarket,0.7,
2026-05-04,Olivier Faure,polymarket,0.5,
2026-05-04,Dominique de Villepin,polymarket,5.2,
2026-05-04,Nicolas Dupont-Aignan,polymarket,0.7,
2026-05-04,Sarah Knafo,polymarket,2.1,
2026-05-04,Sébastien Lecornu,polymarket,1.1,
2026-05-05,Marine Le Pen,polymarket,6.5,
2026-05-05,Jordan Bardella,polymarket,23.5,
2026-05-05,Éric Zemmour,polymarket,0.9,
2026-05-05,Édouard Philippe,polymarket,19.5,
2026-05-05,David Lisnard,polymarket,5.3,
2026-05-05,Laurent Wauquiez,polymarket,0.8,
2026-05-05,Gabriel Attal,polymarket,3.5,
2026-05-05,Bruno Retailleau,polymarket,3.4,
2026-05-05,François Hollande,polymarket,4.0,
2026-05-05,Raphaël Glucksmann,polymarket,2.1,
2026-05-05,Jean-Luc Mélenchon,polymarket,8.5,
2026-05-05,Marine Tondelier,polymarket,0.8,
2026-05-05,Fabien Roussel,polymarket,0.7,
2026-05-05,Olivier Faure,polymarket,0.5,
2026-05-05,Dominique de Villepin,polymarket,5.2,
2026-05-05,Nicolas Dupont-Aignan,polymarket,0.7,
2026-05-05,Sarah Knafo,polymarket,2.1,
2026-05-05,Sébastien Lecornu,polymarket,1.1,
2026-05-06,Marine Le Pen,polymarket,6.5,
2026-05-06,Jordan Bardella,polymarket,23.5,
2026-05-06,Éric Zemmour,polymarket,0.9,
2026-05-06,Édouard Philippe,polymarket,20.5,
2026-05-06,David Lisnard,polymarket,5.8,
2026-05-06,Laurent Wauquiez,polymarket,0.8,
2026-05-06,Gabriel Attal,polymarket,3.6,
2026-05-06,Bruno Retailleau,polymarket,3.4,
2026-05-06,François Hollande,polymarket,3.8,
2026-05-06,Raphaël Glucksmann,polymarket,2.1,
2026-05-06,Jean-Luc Mélenchon,polymarket,8.5,
2026-05-06,Marine Tondelier,polymarket,0.7,
2026-05-06,Fabien Roussel,polymarket,0.7,
2026-05-06,Olivier Faure,polymarket,0.5,
2026-05-06,Dominique de Villepin,polymarket,5.3,
2026-05-06,Nicolas Dupont-Aignan,polymarket,0.7,
2026-05-06,Sarah Knafo,polymarket,2.1,
2026-05-06,Sébastien Lecornu,polymarket,1.1,
2026-05-07,Marine Le Pen,polymarket,6.5,
2026-05-07,Jordan Bardella,polymarket,23.5,
2026-05-07,Éric Zemmour,polymarket,0.9,
2026-05-07,Édouard Philippe,polymarket,20.5,
2026-05-07,David Lisnard,polymarket,5.3,
2026-05-07,Laurent Wauquiez,polymarket,0.8,
2026-05-07,Gabriel Attal,polymarket,3.6,
2026-05-07,Bruno Retailleau,polymarket,3.2,
2026-05-07,François Hollande,polymarket,3.9,
2026-05-07,Raphaël Glucksmann,polymarket,2.1,
2026-05-07,Jean-Luc Mélenchon,polymarket,8.5,
2026-05-07,Marine Tondelier,polymarket,0.8,
2026-05-07,Fabien Roussel,polymarket,0.7,
2026-05-07,Olivier Faure,polymarket,0.5,
2026-05-07,Dominique de Villepin,polymarket,5.3,
2026-05-07,Nicolas Dupont-Aignan,polymarket,0.7,
2026-05-07,Sarah Knafo,polymarket,2.1,
2026-05-07,Sébastien Lecornu,polymarket,1.1,
2026-05-08,Marine Le Pen,polymarket,5.5,
2026-05-08,Jordan Bardella,polymarket,23.5,
2026-05-08,Éric Zemmour,polymarket,0.9,
2026-05-08,Édouard Philippe,polymarket,20.5,
2026-05-08,David Lisnard,polymarket,5.9,
2026-05-08,Laurent Wauquiez,polymarket,0.8,
2026-05-08,Gabriel Attal,polymarket,3.6,
2026-05-08,Bruno Retailleau,polymarket,3.2,
2026-05-08,François Hollande,polymarket,3.6,
2026-05-08,Raphaël Glucksmann,polymarket,2.1,
2026-05-08,Jean-Luc Mélenchon,polymarket,8.5,
2026-05-08,Marine Tondelier,polymarket,0.8,
2026-05-08,Fabien Roussel,polymarket,0.7,
2026-05-08,Olivier Faure,polymarket,0.5,
2026-05-08,Dominique de Villepin,polymarket,5.2,
2026-05-08,Nicolas Dupont-Aignan,polymarket,0.7,
2026-05-08,Sarah Knafo,polymarket,2.1,
2026-05-08,Sébastien Lecornu,polymarket,1.1,
2026-05-09,Marine Le Pen,polymarket,5.5,
2026-05-09,Jordan Bardella,polymarket,23.5,
2026-05-09,Éric Zemmour,polymarket,0.9,
2026-05-09,Édouard Philippe,polymarket,18.5,
2026-05-09,David Lisnard,polymarket,5.5,
2026-05-09,Laurent Wauquiez,polymarket,0.8,
2026-05-09,Gabriel Attal,polymarket,3.6,
2026-05-09,Bruno Retailleau,polymarket,3.2,
2026-05-09,François Hollande,polymarket,4.8,
2026-05-09,Raphaël Glucksmann,polymarket,2.4,
2026-05-09,Jean-Luc Mélenchon,polymarket,8.5,
2026-05-09,Marine Tondelier,polymarket,0.8,
2026-05-09,Fabien Roussel,polymarket,0.7,
2026-05-09,Olivier Faure,polymarket,0.5,
2026-05-09,Dominique de Villepin,polymarket,5.2,
2026-05-09,Nicolas Dupont-Aignan,polymarket,0.7,
2026-05-09,Sarah Knafo,polymarket,2.1,
2026-05-09,Sébastien Lecornu,polymarket,1.1,
2026-05-10,Marine Le Pen,polymarket,5.5,
2026-05-10,Jordan Bardella,polymarket,23.5,
2026-05-10,Éric Zemmour,polymarket,0.9,
2026-05-10,Édouard Philippe,polymarket,19.5,
2026-05-10,David Lisnard,polymarket,5.5,
2026-05-10,Laurent Wauquiez,polymarket,0.8,
2026-05-10,Gabriel Attal,polymarket,3.9,
2026-05-10,Bruno Retailleau,polymarket,3.2,
2026-05-10,François Hollande,polymarket,4.2,
2026-05-10,Raphaël Glucksmann,polymarket,2.4,
2026-05-10,Jean-Luc Mélenchon,polymarket,9.5,
2026-05-10,Marine Tondelier,polymarket,0.8,
2026-05-10,Fabien Roussel,polymarket,0.7,
2026-05-10,Olivier Faure,polymarket,0.5,
2026-05-10,Dominique de Villepin,polymarket,5.2,
2026-05-10,Nicolas Dupont-Aignan,polymarket,0.7,
2026-05-10,Sarah Knafo,polymarket,2.1,
2026-05-10,Sébastien Lecornu,polymarket,1.1,
2026-05-11,Marine Le Pen,polymarket,5.5,
2026-05-11,Jordan Bardella,polymarket,23.5,
2026-05-11,Éric Zemmour,polymarket,1.2,
2026-05-11,Édouard Philippe,polymarket,19.5,
2026-05-11,David Lisnard,polymarket,5.2,
2026-05-11,Laurent Wauquiez,polymarket,0.8,
2026-05-11,Gabriel Attal,polymarket,3.7,
2026-05-11,Bruno Retailleau,polymarket,3.2,
2026-05-11,François Hollande,polymarket,4.3,
2026-05-11,Raphaël Glucksmann,polymarket,2.4,
2026-05-11,Jean-Luc Mélenchon,polymarket,9.5,
2026-05-11,Marine Tondelier,polymarket,0.7,
2026-05-11,Fabien Roussel,polymarket,0.7,
2026-05-11,Olivier Faure,polymarket,0.5,
2026-05-11,Dominique de Villepin,polymarket,5.2,
2026-05-11,Nicolas Dupont-Aignan,polymarket,0.7,
2026-05-11,Sarah Knafo,polymarket,2.1,
2026-05-11,Sébastien Lecornu,polymarket,1.1,
2026-05-12,Marine Le Pen,polymarket,5.5,
2026-05-12,Jordan Bardella,polymarket,24.5,
2026-05-12,Éric Zemmour,polymarket,0.9,
2026-05-12,Édouard Philippe,polymarket,19.5,
2026-05-12,David Lisnard,polymarket,4.9,
2026-05-12,Laurent Wauquiez,polymarket,0.8,
2026-05-12,Gabriel Attal,polymarket,3.5,
2026-05-12,Bruno Retailleau,polymarket,3.2,
2026-05-12,François Hollande,polymarket,4.0,
2026-05-12,Raphaël Glucksmann,polymarket,3.0,
2026-05-12,Jean-Luc Mélenchon,polymarket,10.5,
2026-05-12,Marine Tondelier,polymarket,0.7,
2026-05-12,Fabien Roussel,polymarket,0.7,
2026-05-12,Olivier Faure,polymarket,0.5,
2026-05-12,Dominique de Villepin,polymarket,4.9,
2026-05-12,Nicolas Dupont-Aignan,polymarket,0.7,
2026-05-12,Sarah Knafo,polymarket,2.1,
2026-05-12,Sébastien Lecornu,polymarket,1.1,
2026-05-13,Marine Le Pen,polymarket,5.5,
2026-05-13,Jordan Bardella,polymarket,23.5,
2026-05-13,Éric Zemmour,polymarket,0.9,
2026-05-13,Édouard Philippe,polymarket,19.5,
2026-05-13,David Lisnard,polymarket,4.9,
2026-05-13,Laurent Wauquiez,polymarket,0.8,
2026-05-13,Gabriel Attal,polymarket,3.6,
2026-05-13,Bruno Retailleau,polymarket,3.2,
2026-05-13,François Hollande,polymarket,3.9,
2026-05-13,Raphaël Glucksmann,polymarket,2.9,
2026-05-13,Jean-Luc Mélenchon,polymarket,10.5,
2026-05-13,Marine Tondelier,polymarket,0.7,
2026-05-13,Fabien Roussel,polymarket,0.5,
2026-05-13,Olivier Faure,polymarket,0.5,
2026-05-13,Dominique de Villepin,polymarket,4.7,
2026-05-13,Nicolas Dupont-Aignan,polymarket,0.7,
2026-05-13,Sarah Knafo,polymarket,2.1,
2026-05-13,Sébastien Lecornu,polymarket,1.0,
2026-05-14,Marine Le Pen,polymarket,5.5,
2026-05-14,Jordan Bardella,polymarket,23.5,
2026-05-14,Éric Zemmour,polymarket,0.9,
2026-05-14,Édouard Philippe,polymarket,19.5,
2026-05-14,David Lisnard,polymarket,4.9,
2026-05-14,Laurent Wauquiez,polymarket,0.8,
2026-05-14,Gabriel Attal,polymarket,3.5,
2026-05-14,Bruno Retailleau,polymarket,3.2,
2026-05-14,François Hollande,polymarket,4.2,
2026-05-14,Raphaël Glucksmann,polymarket,2.5,
2026-05-14,Jean-Luc Mélenchon,polymarket,10.5,
2026-05-14,Marine Tondelier,polymarket,0.7,
2026-05-14,Fabien Roussel,polymarket,0.7,
2026-05-14,Olivier Faure,polymarket,0.5,
2026-05-14,Dominique de Villepin,polymarket,4.7,
2026-05-14,Nicolas Dupont-Aignan,polymarket,0.7,
2026-05-14,Sarah Knafo,polymarket,2.1,
2026-05-14,Sébastien Lecornu,polymarket,0.9,
2026-05-15,Marine Le Pen,polymarket,5.5,
2026-05-15,Jordan Bardella,polymarket,23.5,
2026-05-15,Éric Zemmour,polymarket,0.9,
2026-05-15,Édouard Philippe,polymarket,19.5,
2026-05-15,David Lisnard,polymarket,4.7,
2026-05-15,Laurent Wauquiez,polymarket,0.8,
2026-05-15,Gabriel Attal,polymarket,3.5,
2026-05-15,Bruno Retailleau,polymarket,3.1,
2026-05-15,François Hollande,polymarket,4.0,
2026-05-15,Raphaël Glucksmann,polymarket,2.4,
2026-05-15,Jean-Luc Mélenchon,polymarket,10.5,
2026-05-15,Marine Tondelier,polymarket,0.7,
2026-05-15,Fabien Roussel,polymarket,0.7,
2026-05-15,Olivier Faure,polymarket,0.5,
2026-05-15,Dominique de Villepin,polymarket,4.5,
2026-05-15,Nicolas Dupont-Aignan,polymarket,0.7,
2026-05-15,Sarah Knafo,polymarket,2.1,
2026-05-15,Sébastien Lecornu,polymarket,0.9,
2026-05-16,Marine Le Pen,polymarket,5.5,
2026-05-16,Jordan Bardella,polymarket,23.5,
2026-05-16,Éric Zemmour,polymarket,0.9,
2026-05-16,Édouard Philippe,polymarket,19.5,
2026-05-16,David Lisnard,polymarket,4.7,
2026-05-16,Laurent Wauquiez,polymarket,0.8,
2026-05-16,Gabriel Attal,polymarket,3.4,
2026-05-16,Bruno Retailleau,polymarket,3.2,
2026-05-16,François Hollande,polymarket,4.0,
2026-05-16,Raphaël Glucksmann,polymarket,2.4,
2026-05-16,Jean-Luc Mélenchon,polymarket,10.5,
2026-05-16,Marine Tondelier,polymarket,0.7,
2026-05-16,Fabien Roussel,polymarket,0.7,
2026-05-16,Olivier Faure,polymarket,0.5,
2026-05-16,Dominique de Villepin,polymarket,4.5,
2026-05-16,Nicolas Dupont-Aignan,polymarket,0.7,
2026-05-16,Sarah Knafo,polymarket,2.1,
2026-05-16,Sébastien Lecornu,polymarket,0.9,
2026-05-17,Marine Le Pen,polymarket,5.5,
2026-05-17,Jordan Bardella,polymarket,23.5,
2026-05-17,Éric Zemmour,polymarket,0.9,
2026-05-17,Édouard Philippe,polymarket,19.5,
2026-05-17,David Lisnard,polymarket,4.7,
2026-05-17,Laurent Wauquiez,polymarket,0.8,
2026-05-17,Gabriel Attal,polymarket,3.4,
2026-05-17,Bruno Retailleau,polymarket,3.1,
2026-05-17,François Hollande,polymarket,4.6,
2026-05-17,Raphaël Glucksmann,polymarket,2.2,
2026-05-17,Jean-Luc Mélenchon,polymarket,11.5,
2026-05-17,Marine Tondelier,polymarket,0.7,
2026-05-17,Fabien Roussel,polymarket,0.7,
2026-05-17,Olivier Faure,polymarket,0.5,
2026-05-17,Dominique de Villepin,polymarket,4.8,
2026-05-17,Nicolas Dupont-Aignan,polymarket,0.7,
2026-05-17,Sarah Knafo,polymarket,2.1,
2026-05-17,Sébastien Lecornu,polymarket,0.9,
2026-05-18,Marine Le Pen,polymarket,5.5,
2026-05-18,Jordan Bardella,polymarket,22.5,
2026-05-18,Éric Zemmour,polymarket,0.9,
2026-05-18,Édouard Philippe,polymarket,19.5,
2026-05-18,David Lisnard,polymarket,4.5,
2026-05-18,Laurent Wauquiez,polymarket,0.8,
2026-05-18,Gabriel Attal,polymarket,3.4,
2026-05-18,Bruno Retailleau,polymarket,3.2,
2026-05-18,François Hollande,polymarket,4.5,
2026-05-18,Raphaël Glucksmann,polymarket,2.1,
2026-05-18,Jean-Luc Mélenchon,polymarket,10.5,
2026-05-18,Marine Tondelier,polymarket,0.7,
2026-05-18,Fabien Roussel,polymarket,0.7,
2026-05-18,Olivier Faure,polymarket,0.5,
2026-05-18,Dominique de Villepin,polymarket,4.8,
2026-05-18,Nicolas Dupont-Aignan,polymarket,0.7,
2026-05-18,Sarah Knafo,polymarket,2.1,
2026-05-18,Sébastien Lecornu,polymarket,0.9,
2026-05-19,Marine Le Pen,polymarket,5.5,
2026-05-19,Jordan Bardella,polymarket,23.5,
2026-05-19,Éric Zemmour,polymarket,0.9,
2026-05-19,Édouard Philippe,polymarket,21.5,
2026-05-19,David Lisnard,polymarket,4.5,
2026-05-19,Laurent Wauquiez,polymarket,0.8,
2026-05-19,Gabriel Attal,polymarket,3.4,
2026-05-19,Bruno Retailleau,polymarket,3.1,
2026-05-19,François Hollande,polymarket,4.5,
2026-05-19,Raphaël Glucksmann,polymarket,2.1,
2026-05-19,Jean-Luc Mélenchon,polymarket,10.5,
2026-05-19,Marine Tondelier,polymarket,0.7,
2026-05-19,Fabien Roussel,polymarket,0.7,
2026-05-19,Olivier Faure,polymarket,0.7,
2026-05-19,Dominique de Villepin,polymarket,4.7,
2026-05-19,Nicolas Dupont-Aignan,polymarket,0.7,
2026-05-19,Sarah Knafo,polymarket,2.1,
2026-05-19,Sébastien Lecornu,polymarket,1.1,
2026-05-20,Marine Le Pen,polymarket,5.5,
2026-05-20,Jordan Bardella,polymarket,23.5,
2026-05-20,Éric Zemmour,polymarket,0.9,
2026-05-20,Édouard Philippe,polymarket,19.5,
2026-05-20,David Lisnard,polymarket,4.5,
2026-05-20,Laurent Wauquiez,polymarket,0.8,
2026-05-20,Gabriel Attal,polymarket,3.2,
2026-05-20,Bruno Retailleau,polymarket,3.2,
2026-05-20,François Hollande,polymarket,4.3,
2026-05-20,Raphaël Glucksmann,polymarket,2.1,
2026-05-20,Jean-Luc Mélenchon,polymarket,10.5,
2026-05-20,Marine Tondelier,polymarket,0.7,
2026-05-20,Fabien Roussel,polymarket,0.7,
2026-05-20,Olivier Faure,polymarket,0.7,
2026-05-20,Dominique de Villepin,polymarket,4.8,
2026-05-20,Nicolas Dupont-Aignan,polymarket,0.7,
2026-05-20,Sarah Knafo,polymarket,2.1,
2026-05-20,Sébastien Lecornu,polymarket,1.1,
2026-05-21,Marine Le Pen,polymarket,5.5,
2026-05-21,Jordan Bardella,polymarket,23.5,
2026-05-21,Éric Zemmour,polymarket,0.9,
2026-05-21,Édouard Philippe,polymarket,19.5,
2026-05-21,David Lisnard,polymarket,4.5,
2026-05-21,Laurent Wauquiez,polymarket,0.8,
2026-05-21,Gabriel Attal,polymarket,3.5,
2026-05-21,Bruno Retailleau,polymarket,3.1,
2026-05-21,François Hollande,polymarket,4.3,
2026-05-21,Raphaël Glucksmann,polymarket,2.1,
2026-05-21,Jean-Luc Mélenchon,polymarket,10.5,
2026-05-21,Marine Tondelier,polymarket,0.7,
2026-05-21,Fabien Roussel,polymarket,0.7,
2026-05-21,Olivier Faure,polymarket,0.7,
2026-05-21,Dominique de Villepin,polymarket,4.8,
2026-05-21,Nicolas Dupont-Aignan,polymarket,0.7,
2026-05-21,Sarah Knafo,polymarket,2.1,
2026-05-21,Sébastien Lecornu,polymarket,1.0,
2026-05-22,Marine Le Pen,polymarket,5.5,
2026-05-22,Jordan Bardella,polymarket,23.5,
2026-05-22,Éric Zemmour,polymarket,0.9,
2026-05-22,Édouard Philippe,polymarket,19.5,
2026-05-22,David Lisnard,polymarket,4.4,
2026-05-22,Laurent Wauquiez,polymarket,0.8,
2026-05-22,Gabriel Attal,polymarket,3.6,
2026-05-22,Bruno Retailleau,polymarket,3.1,
2026-05-22,François Hollande,polymarket,4.2,
2026-05-22,Raphaël Glucksmann,polymarket,2.1,
2026-05-22,Jean-Luc Mélenchon,polymarket,10.5,
2026-05-22,Marine Tondelier,polymarket,0.7,
2026-05-22,Fabien Roussel,polymarket,0.7,
2026-05-22,Olivier Faure,polymarket,0.7,
2026-05-22,Dominique de Villepin,polymarket,4.7,
2026-05-22,Nicolas Dupont-Aignan,polymarket,0.7,
2026-05-22,Sarah Knafo,polymarket,2.1,
2026-05-22,Sébastien Lecornu,polymarket,1.1,
2026-05-23,Marine Le Pen,polymarket,5.5,
2026-05-23,Jordan Bardella,polymarket,23.5,
2026-05-23,Éric Zemmour,polymarket,0.9,
2026-05-23,Édouard Philippe,polymarket,19.5,
2026-05-23,David Lisnard,polymarket,4.2,
2026-05-23,Laurent Wauquiez,polymarket,0.8,
2026-05-23,Gabriel Attal,polymarket,4.7,
2026-05-23,Bruno Retailleau,polymarket,3.2,
2026-05-23,François Hollande,polymarket,4.0,
2026-05-23,Raphaël Glucksmann,polymarket,1.8,
